timestamp,src_ip,dst_ip,protocol,length
2025-07-11 13:47:26.181811,192.168.1.101,20.255.46.225,TCP,54
2025-07-11 13:47:26.182809,192.168.1.101,104.18.27.48,TCP,54
2025-07-11 13:47:26.183809,104.18.27.48,192.168.1.101,TCP,252
2025-07-11 13:47:26.185812,104.18.27.48,192.168.1.101,TCP,85
2025-07-11 13:47:26.186813,192.168.1.101,104.18.27.48,TCP,54
2025-07-11 13:47:26.187810,40.126.18.32,192.168.1.101,TCP,54
2025-07-11 13:47:26.188811,40.126.18.32,192.168.1.101,TCP,54
2025-07-11 13:47:26.189810,40.126.18.32,192.168.1.101,TCP,54
2025-07-11 13:47:26.191809,192.168.1.101,192.168.1.1,UDP,77
2025-07-11 13:47:26.192811,192.168.1.101,20.255.46.225,TCP,134
2025-07-11 13:47:26.193809,192.168.1.101,192.168.1.1,UDP,77
2025-07-11 13:47:26.195813,192.168.1.101,192.168.1.1,UDP,77
2025-07-11 13:47:26.196811,192.168.1.101,20.255.46.225,TCP,146
2025-07-11 13:47:26.198810,192.168.1.101,20.255.46.225,TCP,1584
2025-07-11 13:47:26.200809,192.168.1.1,192.168.1.101,UDP,109
2025-07-11 13:47:26.202810,142.251.221.229,192.168.1.101,TCP,58
2025-07-11 13:47:26.204811,192.168.1.1,192.168.1.101,UDP,109
2025-07-11 13:47:26.207810,192.168.1.1,192.168.1.101,UDP,147
2025-07-11 13:47:26.208809,192.168.1.101,104.18.27.48,TCP,121
2025-07-11 13:47:26.210810,192.168.1.101,192.168.1.1,UDP,94
2025-07-11 13:47:26.212809,192.168.1.101,192.168.1.1,UDP,94
2025-07-11 13:47:26.214808,192.168.1.1,192.168.1.101,UDP,218
2025-07-11 13:47:26.217810,192.168.1.1,192.168.1.101,UDP,262
2025-07-11 13:47:26.219813,192.168.1.101,40.119.213.159,TCP,66
2025-07-11 13:47:26.220811,192.168.1.101,40.119.213.159,TCP,66
2025-07-11 13:47:26.222809,104.18.27.48,192.168.1.101,TCP,54
2025-07-11 13:47:26.224808,64.233.170.108,192.168.1.101,TCP,54
2025-07-11 13:47:26.227810,64.233.170.108,192.168.1.101,TCP,1466
2025-07-11 13:47:26.230811,64.233.170.108,192.168.1.101,TCP,1466
2025-07-11 13:47:26.232809,192.168.1.101,64.233.170.108,TCP,54
2025-07-11 13:47:26.234808,64.233.170.108,192.168.1.101,TCP,1336
2025-07-11 13:47:26.237812,192.168.1.101,64.233.170.108,TCP,134
2025-07-11 13:47:26.241810,192.168.1.1,192.168.1.101,UDP,91
2025-07-11 13:47:26.244809,192.168.1.1,192.168.1.101,UDP,137
2025-07-11 13:47:26.246816,192.168.1.101,202.143.97.138,TCP,66
2025-07-11 13:47:26.249809,192.168.1.101,202.143.97.138,TCP,66
2025-07-11 13:47:26.251810,40.119.213.159,192.168.1.101,TCP,66
2025-07-11 13:47:26.254817,192.168.1.101,40.119.213.159,TCP,54
2025-07-11 13:47:26.257813,192.168.1.101,40.119.213.159,TCP,1894
2025-07-11 13:47:26.260815,40.119.213.159,192.168.1.101,TCP,66
2025-07-11 13:47:26.270809,192.168.1.101,40.119.213.159,TCP,54
2025-07-11 13:47:26.273808,192.168.1.101,40.119.213.159,TCP,1830
2025-07-11 13:47:26.275811,20.255.46.225,192.168.1.101,TCP,133
2025-07-11 13:47:26.276813,20.255.46.225,192.168.1.101,TCP,133
2025-07-11 13:47:26.277812,20.255.46.225,192.168.1.101,TCP,116
2025-07-11 13:47:26.278811,192.168.1.101,20.255.46.225,TCP,54
2025-07-11 13:47:26.280820,192.168.1.101,20.255.46.225,TCP,85
2025-07-11 13:47:26.281809,20.255.46.225,192.168.1.101,TCP,85
2025-07-11 13:47:26.282809,20.255.46.225,192.168.1.101,TCP,54
2025-07-11 13:47:26.283815,202.143.97.138,192.168.1.101,TCP,70
2025-07-11 13:47:26.283815,192.168.1.101,202.143.97.138,TCP,54
2025-07-11 13:47:26.284817,202.143.97.138,192.168.1.101,TCP,66
2025-07-11 13:47:26.286813,192.168.1.101,202.143.97.138,TCP,54
2025-07-11 13:47:26.287810,192.168.1.101,202.143.97.138,TCP,1875
2025-07-11 13:47:26.289810,192.168.1.101,202.143.97.138,TCP,1843
2025-07-11 13:47:26.290810,64.233.170.108,192.168.1.101,TCP,54
2025-07-11 13:47:26.291810,192.168.1.101,64.233.170.108,TCP,98
2025-07-11 13:47:26.297808,192.168.1.103,224.0.0.251,UDP,549
2025-07-11 13:47:26.302810,202.143.97.138,192.168.1.101,TCP,58
2025-07-11 13:47:26.303812,202.143.97.138,192.168.1.101,TCP,58
2025-07-11 13:47:26.304810,202.143.97.138,192.168.1.101,TCP,54
2025-07-11 13:47:26.306816,202.143.97.138,192.168.1.101,TCP,1498
2025-07-11 13:47:26.307813,202.143.97.138,192.168.1.101,TCP,1498
2025-07-11 13:47:26.308824,202.143.97.138,192.168.1.101,TCP,1274
2025-07-11 13:47:26.309814,192.168.1.101,202.143.97.138,TCP,54
2025-07-11 13:47:26.310817,202.143.97.138,192.168.1.101,TCP,1494
2025-07-11 13:47:26.311816,202.143.97.138,192.168.1.101,TCP,1494
2025-07-11 13:47:26.312816,202.143.97.138,192.168.1.101,TCP,1270
2025-07-11 13:47:26.313817,192.168.1.101,202.143.97.138,TCP,54
2025-07-11 13:47:26.314813,202.143.97.138,192.168.1.101,TCP,924
2025-07-11 13:47:26.314813,192.168.1.101,202.143.97.138,TCP,54
2025-07-11 13:47:26.315814,202.143.97.138,192.168.1.101,TCP,920
2025-07-11 13:47:26.316814,192.168.1.101,202.143.97.138,TCP,54
2025-07-11 13:47:26.317814,192.168.1.101,202.143.97.138,TCP,118
2025-07-11 13:47:26.318814,192.168.1.101,202.143.97.138,TCP,118
2025-07-11 13:47:26.318814,192.168.1.101,20.255.46.225,TCP,54
2025-07-11 13:47:26.320809,20.255.46.225,192.168.1.101,TCP,1494
2025-07-11 13:47:26.322809,192.168.1.101,20.255.46.225,TCP,54
2025-07-11 13:47:26.323808,20.255.46.225,192.168.1.101,TCP,1494
2025-07-11 13:47:26.324807,20.255.46.225,192.168.1.101,TCP,1292
2025-07-11 13:47:26.325807,20.255.46.225,192.168.1.101,TCP,1494
2025-07-11 13:47:26.325807,192.168.1.101,20.255.46.225,TCP,54
2025-07-11 13:47:26.326807,20.255.46.225,192.168.1.101,TCP,1494
2025-07-11 13:47:26.327811,20.255.46.225,192.168.1.101,TCP,1292
2025-07-11 13:47:26.327811,192.168.1.101,20.255.46.225,TCP,54
2025-07-11 13:47:26.328808,202.143.97.138,192.168.1.101,TCP,361
2025-07-11 13:47:26.329807,202.143.97.138,192.168.1.101,TCP,361
2025-07-11 13:47:26.330826,192.168.1.101,202.143.97.138,TCP,54
2025-07-11 13:47:26.332811,202.143.97.138,192.168.1.101,TCP,357
2025-07-11 13:47:26.333808,202.143.97.138,192.168.1.101,TCP,357
2025-07-11 13:47:26.334807,192.168.1.101,202.143.97.138,TCP,54
2025-07-11 13:47:26.335807,40.119.213.159,192.168.1.101,TCP,54
2025-07-11 13:47:26.337808,40.119.213.159,192.168.1.101,TCP,54
2025-07-11 13:47:26.338807,40.119.213.159,192.168.1.101,TCP,1494
2025-07-11 13:47:26.339808,40.119.213.159,192.168.1.101,TCP,1494
2025-07-11 13:47:26.340807,40.119.213.159,192.168.1.101,TCP,1270
2025-07-11 13:47:26.342808,192.168.1.101,40.119.213.159,TCP,54
2025-07-11 13:47:26.344808,40.119.213.159,192.168.1.101,TCP,1494
2025-07-11 13:47:26.346809,40.119.213.159,192.168.1.101,TCP,1494
2025-07-11 13:47:26.347810,192.168.1.101,40.119.213.159,TCP,54
2025-07-11 13:47:26.349812,40.119.213.159,192.168.1.101,TCP,1270
2025-07-11 13:47:26.350810,40.119.213.159,192.168.1.101,TCP,90
2025-07-11 13:47:26.352810,40.119.213.159,192.168.1.101,TCP,54
2025-07-11 13:47:26.353812,40.119.213.159,192.168.1.101,TCP,54
2025-07-11 13:47:26.356812,192.168.1.101,40.119.213.159,TCP,54
2025-07-11 13:47:26.358828,40.119.213.159,192.168.1.101,TCP,1494
2025-07-11 13:47:26.360811,40.119.213.159,192.168.1.101,TCP,1494
2025-07-11 13:47:26.361810,40.119.213.159,192.168.1.101,TCP,1270
2025-07-11 13:47:26.363823,192.168.1.101,40.119.213.159,TCP,54
2025-07-11 13:47:26.368810,40.119.213.159,192.168.1.101,TCP,1494
2025-07-11 13:47:26.370875,192.168.1.101,40.119.213.159,TCP,54
2025-07-11 13:47:26.372819,40.119.213.159,192.168.1.101,TCP,1494
2025-07-11 13:47:26.374809,40.119.213.159,192.168.1.101,TCP,1270
2025-07-11 13:47:26.375808,40.119.213.159,192.168.1.101,TCP,90
2025-07-11 13:47:26.376811,192.168.1.101,40.119.213.159,TCP,54
2025-07-11 13:47:26.377813,192.168.1.101,40.119.213.159,TCP,134
2025-07-11 13:47:26.378807,192.168.1.101,40.119.213.159,TCP,146
2025-07-11 13:47:26.379808,192.168.1.101,40.119.213.159,TCP,54
2025-07-11 13:47:26.380812,192.168.1.101,40.119.213.159,TCP,481
2025-07-11 13:47:26.382814,192.168.1.101,40.119.213.159,TCP,257
2025-07-11 13:47:26.383812,192.168.1.101,40.119.213.159,TCP,2008
2025-07-11 13:47:26.384809,192.168.1.101,40.119.213.159,TCP,1963
2025-07-11 13:47:26.385811,64.233.170.108,192.168.1.101,TCP,54
2025-07-11 13:47:26.387809,20.255.46.225,192.168.1.101,TCP,1494
2025-07-11 13:47:26.388807,192.168.1.101,20.255.46.225,TCP,54
2025-07-11 13:47:26.390809,20.255.46.225,192.168.1.101,TCP,1494
2025-07-11 13:47:26.391807,20.255.46.225,192.168.1.101,TCP,180
2025-07-11 13:47:26.392809,192.168.1.101,20.255.46.225,TCP,54
2025-07-11 13:47:26.394808,192.168.1.1,192.168.1.101,UDP,161
2025-07-11 13:47:26.395806,142.251.221.229,192.168.1.101,TCP,327
2025-07-11 13:47:26.397808,142.251.221.229,192.168.1.101,TCP,278
2025-07-11 13:47:26.400811,142.251.221.229,192.168.1.101,TCP,97
2025-07-11 13:47:26.402808,192.168.1.101,142.251.221.229,TCP,54
2025-07-11 13:47:26.404809,192.168.1.101,142.251.221.229,TCP,93
2025-07-11 13:47:26.408809,192.168.1.1,192.168.1.101,UDP,223
2025-07-11 13:47:26.410810,40.119.213.159,192.168.1.101,TCP,54
2025-07-11 13:47:26.411810,40.119.213.159,192.168.1.101,TCP,357
2025-07-11 13:47:26.414808,192.168.1.101,40.119.213.159,TCP,54
2025-07-11 13:47:26.415808,192.168.1.101,66.22.94.43,TCP,66
2025-07-11 13:47:26.417812,40.119.213.159,192.168.1.101,TCP,428
2025-07-11 13:47:26.418809,192.168.1.101,40.119.213.159,TCP,54
2025-07-11 13:47:26.420809,192.168.1.101,40.119.213.159,TCP,85
2025-07-11 13:47:26.422811,40.119.213.159,192.168.1.101,TCP,89
2025-07-11 13:47:26.424809,40.119.213.159,192.168.1.101,TCP,54
2025-07-11 13:47:26.426809,192.168.1.101,40.119.213.159,TCP,54
2025-07-11 13:47:26.430808,40.119.213.159,192.168.1.101,TCP,54
2025-07-11 13:47:26.431808,40.119.213.159,192.168.1.101,TCP,54
2025-07-11 13:47:26.433808,40.119.213.159,192.168.1.101,TCP,89
2025-07-11 13:47:26.434808,192.168.1.101,40.119.213.159,TCP,54
2025-07-11 13:47:26.436811,192.168.1.101,142.251.221.229,TCP,3078
2025-07-11 13:47:26.437812,40.119.213.159,192.168.1.101,TCP,1046
2025-07-11 13:47:26.439816,40.119.213.159,192.168.1.101,TCP,1051
2025-07-11 13:47:26.440810,192.168.1.101,40.119.213.159,TCP,54
2025-07-11 13:47:26.443808,142.251.221.229,192.168.1.101,TCP,58
2025-07-11 13:47:26.444809,40.126.18.32,192.168.1.101,TCP,1494
2025-07-11 13:47:26.446810,40.126.18.32,192.168.1.101,TCP,1494
2025-07-11 13:47:26.448813,40.126.18.32,192.168.1.101,TCP,1494
2025-07-11 13:47:26.449810,192.168.1.101,40.126.18.32,TCP,54
2025-07-11 13:47:26.451809,40.126.18.32,192.168.1.101,TCP,1494
2025-07-11 13:47:26.452810,40.126.18.32,192.168.1.101,TCP,1494
2025-07-11 13:47:26.455815,40.126.18.32,192.168.1.101,TCP,1494
2025-07-11 13:47:26.456809,192.168.1.101,40.126.18.32,TCP,54
2025-07-11 13:47:26.459812,40.126.18.32,192.168.1.101,TCP,1494
2025-07-11 13:47:26.461809,40.126.18.32,192.168.1.101,TCP,1494
2025-07-11 13:47:26.463812,40.126.18.32,192.168.1.101,TCP,1494
2025-07-11 13:47:26.465808,192.168.1.101,40.126.18.32,TCP,54
2025-07-11 13:47:26.466811,40.126.18.32,192.168.1.101,TCP,1494
2025-07-11 13:47:26.469809,40.126.18.32,192.168.1.101,TCP,1494
2025-07-11 13:47:26.471818,40.126.18.32,192.168.1.101,TCP,1494
2025-07-11 13:47:26.473808,40.126.18.32,192.168.1.101,TCP,107
2025-07-11 13:47:26.474808,192.168.1.101,40.126.18.32,TCP,54
2025-07-11 13:47:26.475814,142.251.221.229,192.168.1.101,TCP,58
2025-07-11 13:47:26.476808,142.251.221.229,192.168.1.101,TCP,58
2025-07-11 13:47:26.478814,66.22.94.43,192.168.1.101,TCP,66
2025-07-11 13:47:26.479812,192.168.1.101,66.22.94.43,TCP,54
2025-07-11 13:47:26.480813,192.168.1.101,66.22.94.43,TCP,1879
2025-07-11 13:47:26.481812,104.18.27.48,192.168.1.101,TCP,1350
2025-07-11 13:47:26.482811,104.18.27.48,192.168.1.101,TCP,100
2025-07-11 13:47:26.483807,192.168.1.101,104.18.27.48,TCP,54
2025-07-11 13:47:26.484809,104.18.27.48,192.168.1.101,TCP,1445
2025-07-11 13:47:26.485811,104.18.27.48,192.168.1.101,TCP,1445
2025-07-11 13:47:26.487809,104.18.27.48,192.168.1.101,TCP,1445
2025-07-11 13:47:26.488814,192.168.1.101,104.18.27.48,TCP,54
2025-07-11 13:47:26.489807,104.18.27.48,192.168.1.101,TCP,1445
2025-07-11 13:47:26.490813,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:26.492808,104.18.27.48,192.168.1.101,TCP,1396
2025-07-11 13:47:26.493808,104.18.27.48,192.168.1.101,TCP,1445
2025-07-11 13:47:26.494808,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:26.496810,104.18.27.48,192.168.1.101,TCP,1396
2025-07-11 13:47:26.497809,192.168.1.101,104.18.27.48,TCP,54
2025-07-11 13:47:26.499813,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:26.500813,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:26.501811,104.18.27.48,192.168.1.101,TCP,1239
2025-07-11 13:47:26.502809,104.18.27.48,192.168.1.101,TCP,1445
2025-07-11 13:47:26.503807,192.168.1.101,104.18.27.48,TCP,54
2025-07-11 13:47:26.504810,104.18.27.48,192.168.1.101,TCP,1445
2025-07-11 13:47:26.507809,192.168.1.1,192.168.1.101,UDP,91
2025-07-11 13:47:26.508812,192.168.1.101,104.18.27.48,TCP,54
2025-07-11 13:47:26.509811,104.18.27.48,192.168.1.101,TCP,839
2025-07-11 13:47:26.510811,104.18.27.48,192.168.1.101,TCP,712
2025-07-11 13:47:26.510811,192.168.1.101,104.18.27.48,TCP,54
2025-07-11 13:47:26.511811,192.168.1.101,192.168.1.1,UDP,79
2025-07-11 13:47:26.513812,104.18.27.48,192.168.1.101,TCP,591
2025-07-11 13:47:26.514811,66.22.94.43,192.168.1.101,TCP,54
2025-07-11 13:47:26.515810,104.18.27.48,192.168.1.101,TCP,405
2025-07-11 13:47:26.516807,104.18.27.48,192.168.1.101,TCP,139
2025-07-11 13:47:26.517806,104.18.27.48,192.168.1.101,TCP,232
2025-07-11 13:47:26.518808,104.18.27.48,192.168.1.101,TCP,147
2025-07-11 13:47:26.518808,104.18.27.48,192.168.1.101,TCP,242
2025-07-11 13:47:26.520812,104.18.27.48,192.168.1.101,TCP,208
2025-07-11 13:47:26.522831,104.18.27.48,192.168.1.101,TCP,170
2025-07-11 13:47:26.523808,104.18.27.48,192.168.1.101,TCP,657
2025-07-11 13:47:26.525808,192.168.1.101,104.18.27.48,TCP,54
2025-07-11 13:47:26.525808,104.18.27.48,192.168.1.101,TCP,385
2025-07-11 13:47:26.526808,192.168.1.101,104.18.27.48,TCP,54
